,venue,inning,Date,bat_team,bowl_team,batsmen,bowlers,run,batsman1,batsman2,bowler1,bowler2
1178,20,1,2017,3,11,"['AP Tare', 'SW Billings', 'SV Samson', 'RR Pant', 'CJ Anderson', 'CH Morris']","['AB Dinda', 'DL Chahar', 'BA Stokes', 'Imran Tahir', 'A Zampa', 'R Bhatia']",68.0,12,133,11,59
1179,20,2,2017,11,3,"['AM Rahane', 'MA Agarwal', 'F du Plessis', 'RA Tripathi', 'BA Stokes', 'MS Dhoni', 'R Bhatia', 'DL Chahar', 'A Zampa', 'AB Dinda', 'Imran Tahir']","['S Nadeem', 'PJ Cummins', 'Z Khan', 'CH Morris', 'CJ Anderson', 'A Mishra']",53.0,11,74,150,152
1180,40,1,2017,14,8,"['S Dhawan', 'DA Warner', 'DJ Hooda', 'Yuvraj Singh', 'BCJ Cutting', 'NV Ojha', 'V Shankar', 'Rashid Khan', 'B Kumar']","['Harbhajan Singh', 'SL Malinga', 'JJ Bumrah', 'MJ McClenaghan', 'HH Pandya', 'KH Pandya']",35.0,110,25,62,184
1181,40,2,2017,8,14,"['PA Patel', 'JC Buttler', 'RG Sharma', 'N Rana', 'KA Pollard', 'KH Pandya', 'HH Pandya', 'Harbhajan Singh']","['B Kumar', 'A Nehra', 'Rashid Khan', 'Mustafizur Rahman', 'DJ Hooda', 'BCJ Cutting']",62.0,87,50,27,5
1182,8,1,2017,5,7,"['HM Amla', 'M Vohra', 'MP Stoinis', 'GJ Maxwell', 'DA Miller', 'WP Saha', 'MM Sharma', 'AR Patel', 'VR Aaron']","['TA Boult', 'UT Yadav', 'CR Woakes', 'SP Narine', 'PP Chawla', 'C de Grandhomme']",67.0,42,73,178,206
1183,8,2,2017,7,5,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey']","['Sandeep Sharma', 'I Sharma', 'GJ Maxwell', 'VR Aaron', 'MM Sharma', 'AR Patel', 'MP Stoinis']",84.0,120,36,171,77
1184,15,1,2017,13,8,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'KM Jadhav', 'P Negi', 'Mandeep Singh', 'STR Binny']","['TG Southee', 'Harbhajan Singh', 'MJ McClenaghan', 'JJ Bumrah', 'HH Pandya', 'KH Pandya']",43.0,24,141,179,75
1185,15,2,2017,8,13,"['PA Patel', 'JC Buttler', 'RG Sharma', 'MJ McClenaghan', 'KA Pollard', 'N Rana', 'KH Pandya', 'HH Pandya']","['S Badree', 'STR Binny', 'S Aravind', 'TS Mills', 'YS Chahal', 'P Negi']",24.0,87,50,146,192
1186,31,1,2017,11,4,"['AM Rahane', 'SPD Smith', 'RA Tripathi', 'BA Stokes', 'MK Tiwary', 'MS Dhoni', 'Ankit Sharma', 'SN Thakur', 'RD Chahar', 'LH Ferguson']","['P Kumar', 'Basil Thampi', 'SB Jakati', 'AJ Tye', 'RA Jadeja', 'DR Smith', 'SK Raina']",66.0,11,126,124,42
1187,31,2,2017,4,11,"['DR Smith', 'BB McCullum', 'SK Raina', 'KD Karthik', 'AJ Finch']","['Ankit Sharma', 'LH Ferguson', 'SN Thakur', 'BA Stokes', 'Imran Tahir', 'RD Chahar']",62.0,32,14,23,116
1188,8,1,2017,7,14,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'C de Grandhomme', 'CR Woakes']","['B Kumar', 'A Nehra', 'BCJ Cutting', 'Rashid Khan', 'MC Henriques', 'Bipul Sharma']",43.0,120,36,27,5
1189,8,2,2017,14,7,"['DA Warner', 'S Dhawan', 'MC Henriques', 'Yuvraj Singh', 'DJ Hooda', 'BCJ Cutting', 'NV Ojha', 'Bipul Sharma']","['UT Yadav', 'TA Boult', 'SP Narine', 'Kuldeep Yadav', 'YK Pathan', 'CR Woakes']",47.0,26,113,183,200
1190,9,1,2017,3,5,"['SV Samson', 'SW Billings', 'KK Nair', 'SS Iyer', 'RR Pant', 'CJ Anderson', 'CH Morris', 'PJ Cummins']","['Sandeep Sharma', 'MM Sharma', 'AR Patel', 'VR Aaron', 'KC Cariappa', 'GJ Maxwell']",50.0,125,133,171,130
1191,9,2,2017,5,3,"['M Vohra', 'HM Amla', 'WP Saha', 'EJG Morgan', 'DA Miller', 'GJ Maxwell', 'AR Patel', 'MM Sharma', 'KC Cariappa', 'Sandeep Sharma']","['Z Khan', 'S Nadeem', 'CH Morris', 'PJ Cummins', 'A Mishra', 'CJ Anderson']",40.0,65,44,194,176
1192,40,1,2017,4,8,"['DR Smith', 'SK Raina', 'BB McCullum', 'Ishan Kishan', 'KD Karthik', 'JJ Roy']","['MJ McClenaghan', 'SL Malinga', 'Harbhajan Singh', 'JJ Bumrah', 'KH Pandya', 'HH Pandya']",48.0,32,120,108,184
1193,40,2,2017,8,4,"['PA Patel', 'N Rana', 'JC Buttler', 'RG Sharma', 'KA Pollard', 'HH Pandya']","['P Kumar', 'Basil Thampi', 'MM Patel', 'AJ Tye', 'RA Jadeja', 'DR Smith']",64.0,87,88,124,42
1194,15,1,2017,11,13,"['AM Rahane', 'RA Tripathi', 'SPD Smith', 'MS Dhoni', 'DT Christian', 'BA Stokes', 'SN Thakur', 'JD Unadkat', 'MK Tiwary']","['AF Milne', 'S Badree', 'S Aravind', 'SR Watson', 'P Negi', 'YS Chahal']",60.0,11,99,15,172
1195,15,2,2017,13,11,"['V Kohli', 'Mandeep Singh', 'AB de Villiers', 'KM Jadhav', 'SR Watson', 'STR Binny', 'P Negi', 'AF Milne', 'S Badree', 'S Aravind', 'YS Chahal']","['JD Unadkat', 'SN Thakur', 'DT Christian', 'BA Stokes', 'Imran Tahir']",42.0,134,86,74,189
1196,9,1,2017,3,7,"['SV Samson', 'SW Billings', 'KK Nair', 'SS Iyer', 'RR Pant', 'AD Mathews', 'CH Morris', 'PJ Cummins', 'Mohammed Shami']","['NM Coulter-Nile', 'CR Woakes', 'UT Yadav', 'SP Narine', 'Kuldeep Yadav', 'C de Grandhomme']",53.0,125,133,122,51
1197,9,2,2017,7,3,"['G Gambhir', 'C de Grandhomme', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'CR Woakes', 'SP Narine']","['Z Khan', 'PJ Cummins', 'CH Morris', 'A Mishra', 'Mohammed Shami', 'AD Mathews']",50.0,37,18,194,152
1198,29,1,2017,14,5,"['DA Warner', 'S Dhawan', 'MC Henriques', 'Yuvraj Singh', 'NV Ojha', 'DJ Hooda', 'Mohammad Nabi', 'Rashid Khan']","['Sandeep Sharma', 'I Sharma', 'MM Sharma', 'KC Cariappa', 'AR Patel']",35.0,26,113,171,77
1199,29,2,2017,5,14,"['HM Amla', 'GJ Maxwell', 'M Vohra', 'EJG Morgan', 'DA Miller', 'WP Saha', 'AR Patel', 'MM Sharma', 'KC Cariappa', 'I Sharma', 'Sandeep Sharma']","['B Kumar', 'BB Sran', 'S Kaul', 'Mohammad Nabi', 'Rashid Khan', 'MC Henriques']",57.0,42,40,27,38
1200,31,1,2017,13,4,"['CH Gayle', 'V Kohli', 'TM Head', 'KM Jadhav']","['DS Kulkarni', 'Basil Thampi', 'AJ Tye', 'RA Jadeja', 'S Kaushik', 'DR Smith']",45.0,24,141,53,42
1201,31,2,2017,4,13,"['DR Smith', 'BB McCullum', 'SK Raina', 'AJ Finch', 'KD Karthik', 'RA Jadeja', 'Ishan Kishan', 'AJ Tye', 'Basil Thampi']","['P Negi', 'YS Chahal', 'S Aravind', 'AF Milne', 'SR Watson', 'TM Head']",58.0,32,14,125,218
1202,29,1,2017,14,3,"['DA Warner', 'S Dhawan', 'KS Williamson', 'Yuvraj Singh', 'DJ Hooda', 'MC Henriques']","['J Yadav', 'CH Morris', 'Z Khan', 'PJ Cummins', 'AD Mathews', 'A Mishra']",40.0,26,113,71,46
1203,29,2,2017,3,14,"['SV Samson', 'SW Billings', 'KK Nair', 'RR Pant', 'SS Iyer', 'AD Mathews']","['B Kumar', 'Mohammed Siraj', 'S Kaul', 'Rashid Khan', 'MC Henriques', 'Yuvraj Singh']",58.0,125,133,27,138
1204,12,1,2017,5,8,"['HM Amla', 'SE Marsh', 'WP Saha', 'GJ Maxwell', 'MP Stoinis', 'AR Patel']","['HH Pandya', 'MJ McClenaghan', 'Harbhajan Singh', 'SL Malinga', 'KH Pandya', 'JJ Bumrah']",47.0,42,119,61,127
1205,12,2,2017,8,5,"['PA Patel', 'JC Buttler', 'N Rana', 'HH Pandya']","['Sandeep Sharma', 'I Sharma', 'MM Sharma', 'MP Stoinis', 'AR Patel', 'Swapnil Singh']",86.0,87,50,171,77
1206,8,1,2017,7,4,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'Shakib Al Hasan']","['P Kumar', 'JP Faulkner', 'Basil Thampi', 'SK Raina', 'DS Kulkarni', 'RA Jadeja', 'DR Smith']",65.0,120,36,124,95
1207,8,2,2017,4,7,"['AJ Finch', 'BB McCullum', 'SK Raina', 'KD Karthik', 'Ishan Kishan', 'DR Smith', 'RA Jadeja', 'JP Faulkner']","['Shakib Al Hasan', 'SP Narine', 'NM Coulter-Nile', 'CR Woakes', 'Kuldeep Yadav', 'UT Yadav']",76.0,9,14,172,190
1208,40,1,2017,8,3,"['PA Patel', 'JC Buttler', 'N Rana', 'RG Sharma', 'KA Pollard', 'KH Pandya', 'HH Pandya', 'Harbhajan Singh', 'MJ McClenaghan', 'MG Johnson']","['K Rabada', 'CH Morris', 'Z Khan', 'A Mishra', 'PJ Cummins']",58.0,87,50,84,46
1209,40,2,2017,3,8,"['SV Samson', 'AP Tare', 'KK Nair', 'SS Iyer', 'CJ Anderson', 'RR Pant', 'K Rabada', 'CH Morris', 'PJ Cummins']","['MG Johnson', 'MJ McClenaghan', 'JJ Bumrah', 'HH Pandya', 'Harbhajan Singh', 'KH Pandya']",25.0,125,8,107,127
1210,20,1,2017,14,11,"['DA Warner', 'S Dhawan', 'KS Williamson', 'MC Henriques', 'DJ Hooda']","['JD Unadkat', 'Washington Sundar', 'BA Stokes', 'SN Thakur', 'DT Christian', 'Imran Tahir']",49.0,26,113,74,213
1211,20,2,2017,11,14,"['AM Rahane', 'RA Tripathi', 'SPD Smith', 'MS Dhoni', 'BA Stokes', 'MK Tiwary']","['B Kumar', 'Bipul Sharma', 'Mohammed Siraj', 'S Kaul', 'Rashid Khan', 'MC Henriques']",56.0,11,99,27,43
1212,31,1,2017,5,4,"['M Vohra', 'HM Amla', 'SE Marsh', 'GJ Maxwell', 'AR Patel', 'MP Stoinis', 'MM Sharma', 'WP Saha']","['SS Agarwal', 'NB Singh', 'SK Raina', 'Basil Thampi', 'AJ Tye', 'RA Jadeja', 'DR Smith']",52.0,65,44,167,143
1213,31,2,2017,4,5,"['BB McCullum', 'AJ Finch', 'SK Raina', 'KD Karthik', 'RA Jadeja', 'DR Smith', 'AD Nath', 'AJ Tye', 'Basil Thampi']","['Sandeep Sharma', 'MM Sharma', 'T Natarajan', 'KC Cariappa', 'AR Patel', 'MP Stoinis']",50.0,17,6,171,130
1214,8,1,2017,7,13,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SA Yadav', 'C de Grandhomme', 'CR Woakes', 'NM Coulter-Nile', 'Kuldeep Yadav', 'UT Yadav']","['S Badree', 'TS Mills', 'S Aravind', 'STR Binny', 'YS Chahal', 'P Negi']",71.0,120,36,146,204
1215,8,2,2017,13,7,"['CH Gayle', 'V Kohli', 'Mandeep Singh', 'AB de Villiers', 'KM Jadhav', 'STR Binny', 'S Badree', 'P Negi', 'TS Mills', 'S Aravind', 'YS Chahal']","['NM Coulter-Nile', 'UT Yadav', 'CR Woakes', 'C de Grandhomme']",45.0,24,141,122,206
1216,40,1,2017,11,8,"['AM Rahane', 'RA Tripathi', 'SPD Smith', 'MS Dhoni', 'BA Stokes', 'MK Tiwary', 'DT Christian', 'Washington Sundar']","['MG Johnson', 'MJ McClenaghan', 'KV Sharma', 'JJ Bumrah', 'Harbhajan Singh']",50.0,11,99,107,127
1217,40,2,2017,8,11,"['PA Patel', 'JC Buttler', 'N Rana', 'RG Sharma', 'KV Sharma', 'KA Pollard', 'HH Pandya', 'Harbhajan Singh']","['Washington Sundar', 'SN Thakur', 'JD Unadkat', 'BA Stokes', 'DT Christian', 'Imran Tahir']",45.0,87,50,190,189
1218,20,1,2017,11,7,"['AM Rahane', 'RA Tripathi', 'SPD Smith', 'MS Dhoni', 'MK Tiwary', 'DT Christian']","['UT Yadav', 'CR Woakes', 'SP Narine', 'C de Grandhomme', 'PP Chawla', 'Kuldeep Yadav']",60.0,11,99,183,51
1219,20,2,2017,7,11,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'DM Bravo']","['JD Unadkat', 'SN Thakur', 'Washington Sundar', 'DT Christian', 'Imran Tahir', 'RA Tripathi']",49.0,120,36,74,189
1220,15,1,2017,13,4,"['CH Gayle', 'V Kohli', 'AB de Villiers', 'TM Head', 'KM Jadhav', 'Mandeep Singh', 'P Negi', 'S Badree', 'S Aravind', 'A Choudhary', 'YS Chahal']","['NB Singh', 'Basil Thampi', 'AJ Tye', 'RA Jadeja', 'Ankit Soni', 'JP Faulkner']",39.0,24,141,118,42
1221,15,2,2017,4,13,"['Ishan Kishan', 'BB McCullum', 'SK Raina', 'AJ Finch', 'RA Jadeja']","['S Badree', 'S Aravind', 'A Choudhary', 'YS Chahal', 'P Negi', 'TM Head']",52.0,43,14,146,171
1222,8,1,2017,3,7,"['SV Samson', 'KK Nair', 'SS Iyer', 'RR Pant', 'CH Morris', 'CJ Anderson', 'AR Bawne']","['NM Coulter-Nile', 'UT Yadav', 'CR Woakes', 'SP Narine', 'Kuldeep Yadav', 'C de Grandhomme']",59.0,125,61,122,206
1223,8,2,2017,7,3,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'SP Jackson']","['Z Khan', 'K Rabada', 'CJ Anderson', 'CH Morris', 'PJ Cummins', 'A Mishra']",56.0,120,36,194,100
1224,26,1,2017,14,5,"['DA Warner', 'S Dhawan', 'KS Williamson', 'Yuvraj Singh', 'MC Henriques']","['I Sharma', 'Anureet Singh', 'MM Sharma', 'AR Patel', 'KC Cariappa', 'GJ Maxwell']",61.0,26,113,65,27
1225,26,2,2017,5,14,"['MJ Guptill', 'M Vohra', 'SE Marsh', 'GJ Maxwell', 'EJG Morgan', 'WP Saha', 'AR Patel', 'Anureet Singh', 'MM Sharma', 'I Sharma']","['B Kumar', 'A Nehra', 'S Kaul', 'DJ Hooda', 'MC Henriques', 'Rashid Khan']",60.0,70,73,27,5
1226,20,1,2017,11,13,"['AM Rahane', 'RA Tripathi', 'SPD Smith', 'MK Tiwary', 'MS Dhoni']","['AF Milne', 'S Badree', 'S Aravind', 'YS Chahal', 'P Negi', 'STR Binny']",44.0,11,99,15,172
1227,20,2,2017,13,11,"['TM Head', 'V Kohli', 'AB de Villiers', 'KM Jadhav', 'Sachin Baby', 'STR Binny', 'P Negi', 'AF Milne', 'S Badree', 'S Aravind', 'YS Chahal']","['DL Chahar', 'JD Unadkat', 'LH Ferguson', 'DT Christian', 'Imran Tahir', 'Washington Sundar']",41.0,132,141,48,86
1228,31,1,2017,4,8,"['Ishan Kishan', 'BB McCullum', 'SK Raina', 'AJ Finch', 'KD Karthik', 'RA Jadeja', 'JP Faulkner', 'IK Pathan', 'AJ Tye', 'Basil Thampi', 'Ankit Soni']","['MJ McClenaghan', 'SL Malinga', 'Harbhajan Singh', 'JJ Bumrah', 'KH Pandya']",51.0,43,14,108,184
1229,31,2,2017,8,4,"['PA Patel', 'JC Buttler', 'N Rana', 'RG Sharma', 'KA Pollard', 'KH Pandya', 'HH Pandya', 'Harbhajan Singh', 'MJ McClenaghan', 'JJ Bumrah', 'SL Malinga']","['Basil Thampi', 'JP Faulkner', 'IK Pathan', 'Ankit Soni', 'SK Raina', 'AJ Tye', 'RA Jadeja']",61.0,87,50,34,95
1232,26,1,2017,3,5,"['SV Samson', 'SW Billings', 'KK Nair', 'SS Iyer', 'RR Pant', 'CJ Anderson', 'CH Morris', 'K Rabada', 'A Mishra', 'Mohammed Shami', 'S Nadeem']","['Sandeep Sharma', 'T Natarajan', 'MM Sharma', 'AR Patel', 'GJ Maxwell', 'VR Aaron']",26.0,125,133,171,198
1233,26,2,2017,5,3,"['MJ Guptill', 'HM Amla']","['Mohammed Shami', 'K Rabada', 'CH Morris', 'A Mishra', 'S Nadeem']",52.0,70,44,115,100
1234,29,1,2017,14,7,"['DA Warner', 'S Dhawan', 'KS Williamson', 'Yuvraj Singh']","['NM Coulter-Nile', 'UT Yadav', 'CR Woakes', 'YK Pathan', 'SP Narine', 'Kuldeep Yadav']",83.0,26,113,122,206
1235,29,2,2017,7,14,"['SP Narine', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'SP Jackson', 'C de Grandhomme', 'CR Woakes']","['B Kumar', 'Mohammed Siraj', 'S Kaul', 'MC Henriques', 'Rashid Khan', 'Bipul Sharma']",44.0,120,36,27,138
1236,40,1,2017,13,8,"['V Kohli', 'Mandeep Singh', 'TM Head', 'AB de Villiers', 'KM Jadhav', 'SR Watson', 'P Negi', 'AF Milne']","['MJ McClenaghan', 'SL Malinga', 'HH Pandya', 'KV Sharma', 'JJ Bumrah', 'KH Pandya']",53.0,134,86,108,184
1237,40,2,2017,8,13,"['PA Patel', 'N Rana', 'JC Buttler', 'RG Sharma', 'KA Pollard', 'KH Pandya', 'KV Sharma', 'HH Pandya']","['A Choudhary', 'YS Chahal', 'AF Milne', 'S Aravind', 'SR Watson', 'P Negi']",57.0,87,88,1,218
1238,20,1,2017,4,11,"['Ishan Kishan', 'BB McCullum', 'SK Raina', 'AJ Finch', 'DR Smith', 'KD Karthik', 'RA Jadeja', 'JP Faulkner', 'PJ Sangwan', 'Basil Thampi', 'Ankit Soni']","['JD Unadkat', 'Washington Sundar', 'BA Stokes', 'Imran Tahir', 'SN Thakur', 'DT Christian']",56.0,43,14,74,213
1239,20,2,2017,11,4,"['AM Rahane', 'SPD Smith', 'RA Tripathi', 'MK Tiwary', 'BA Stokes', 'MS Dhoni', 'DT Christian']","['PJ Sangwan', 'Basil Thampi', 'JP Faulkner', 'Ankit Soni', 'RA Jadeja', 'DR Smith']",45.0,11,126,128,42
1240,9,1,2017,14,3,"['DA Warner', 'S Dhawan', 'KS Williamson', 'Yuvraj Singh', 'MC Henriques']","['J Yadav', 'K Rabada', 'CH Morris', 'Mohammed Shami', 'A Mishra']",70.0,26,113,71,100
1241,9,2,2017,3,14,"['SV Samson', 'KK Nair', 'RR Pant', 'SS Iyer', 'CJ Anderson', 'CH Morris']","['B Kumar', 'Mohammed Siraj', 'S Kaul', 'MC Henriques', 'Rashid Khan', 'Yuvraj Singh']",62.0,125,61,27,138
1242,8,1,2017,7,11,"['SP Narine', 'G Gambhir', 'SP Jackson', 'MK Pandey', 'YK Pathan', 'C de Grandhomme', 'SA Yadav', 'CR Woakes', 'NM Coulter-Nile', 'UT Yadav']","['JD Unadkat', 'BA Stokes', 'Washington Sundar', 'SN Thakur', 'Imran Tahir', 'DT Christian']",46.0,120,36,74,36
1243,8,2,2017,11,7,"['AM Rahane', 'RA Tripathi', 'SPD Smith', 'MK Tiwary', 'BA Stokes', 'MS Dhoni', 'DT Christian', 'Washington Sundar']","['NM Coulter-Nile', 'UT Yadav', 'CR Woakes', 'SP Narine', 'Kuldeep Yadav', 'C de Grandhomme']",81.0,11,99,122,206
1244,9,1,2017,4,3,"['DR Smith', 'BB McCullum', 'SK Raina', 'KD Karthik', 'AJ Finch', 'Ishan Kishan', 'RA Jadeja', 'JP Faulkner', 'PJ Sangwan']","['S Nadeem', 'K Rabada', 'PJ Cummins', 'Mohammed Shami', 'A Mishra', 'MN Samuels', 'CJ Anderson']",58.0,32,14,150,100
1245,9,2,2017,3,4,"['SV Samson', 'KK Nair', 'RR Pant', 'SS Iyer', 'CJ Anderson']","['PJ Sangwan', 'Basil Thampi', 'JP Faulkner', 'SK Raina', 'Ankit Soni', 'RA Jadeja', 'DR Smith']",68.0,125,61,128,42
1246,15,1,2017,5,13,"['HM Amla', 'MJ Guptill', 'SE Marsh', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'AR Patel', 'MM Sharma', 'VR Aaron']","['A Choudhary', 'S Aravind', 'SR Watson', 'S Badree', 'P Negi', 'YS Chahal']",35.0,42,78,1,171
1247,15,2,2017,13,5,"['Mandeep Singh', 'CH Gayle', 'V Kohli', 'AB de Villiers', 'KM Jadhav', 'SR Watson', 'P Negi', 'S Aravind', 'S Badree', 'YS Chahal', 'A Choudhary']","['Sandeep Sharma', 'T Natarajan', 'VR Aaron', 'MM Sharma', 'AR Patel', 'GJ Maxwell']",46.0,78,21,171,198
1248,29,1,2017,11,14,"['AM Rahane', 'RA Tripathi', 'SPD Smith', 'BA Stokes', 'MS Dhoni', 'DT Christian', 'MK Tiwary', 'Washington Sundar', 'SN Thakur']","['B Kumar', 'A Nehra', 'S Kaul', 'Rashid Khan', 'MC Henriques', 'Bipul Sharma']",36.0,11,99,27,5
1249,29,2,2017,14,11,"['DA Warner', 'S Dhawan', 'KS Williamson', 'Yuvraj Singh', 'MC Henriques', 'NV Ojha', 'Bipul Sharma', 'Rashid Khan', 'B Kumar', 'S Kaul']","['JD Unadkat', 'Washington Sundar', 'BA Stokes', 'Imran Tahir', 'SN Thakur', 'DT Christian']",47.0,26,113,74,213
1250,9,1,2017,8,3,"['LMP Simmons', 'PA Patel', 'KA Pollard', 'RG Sharma', 'HH Pandya']","['Z Khan', 'K Rabada', 'PJ Cummins', 'A Mishra', 'Mohammed Shami', 'CJ Anderson']",69.0,61,92,194,100
1251,9,2,2017,3,8,"['SV Samson', 'KK Nair', 'SS Iyer', 'RR Pant', 'CJ Anderson', 'MN Samuels', 'PJ Cummins', 'K Rabada', 'A Mishra', 'Mohammed Shami', 'Z Khan']","['MJ McClenaghan', 'SL Malinga', 'JJ Bumrah', 'Harbhajan Singh', 'KV Sharma', 'HH Pandya']",36.0,125,61,108,184
1252,15,1,2017,13,7,"['CH Gayle', 'V Kohli', 'Mandeep Singh', 'AB de Villiers', 'TM Head', 'KM Jadhav', 'P Negi']","['UT Yadav', 'CR Woakes', 'SP Narine', 'AS Rajpoot', 'PP Chawla', 'C de Grandhomme']",41.0,24,141,183,51
1253,15,2,2017,7,13,"['CA Lynn', 'SP Narine', 'C de Grandhomme', 'G Gambhir', 'MK Pandey', 'YK Pathan']","['A Choudhary', 'S Badree', 'YS Chahal', 'S Aravind', 'P Negi', 'TM Head']",107.0,22,125,1,172
1254,26,1,2017,5,4,"['MJ Guptill', 'HM Amla', 'SE Marsh', 'GJ Maxwell', 'AR Patel']","['PJ Sangwan', 'DS Kulkarni', 'Basil Thampi', 'JP Faulkner', 'RA Jadeja', 'Ankit Soni']",46.0,70,44,128,65
1255,26,2,2017,4,5,"['DR Smith', 'Ishan Kishan', 'SK Raina', 'KD Karthik', 'AJ Finch', 'RA Jadeja']","['Sandeep Sharma', 'MM Sharma', 'VR Aaron', 'AR Patel', 'GJ Maxwell', 'T Natarajan']",60.0,32,47,171,130
1256,29,1,2017,8,14,"['LMP Simmons', 'PA Patel', 'N Rana', 'RG Sharma', 'HH Pandya', 'KA Pollard', 'KV Sharma', 'Harbhajan Singh', 'MJ McClenaghan']","['B Kumar', 'Mohammad Nabi', 'Mohammed Siraj', 'S Kaul', 'Rashid Khan', 'MC Henriques']",38.0,61,92,27,136
1257,29,2,2017,14,8,"['DA Warner', 'S Dhawan', 'MC Henriques', 'Yuvraj Singh', 'V Shankar']","['Harbhajan Singh', 'MJ McClenaghan', 'SL Malinga', 'JJ Bumrah', 'KV Sharma', 'HH Pandya']",43.0,26,113,62,127
1258,26,1,2017,5,7,"['MJ Guptill', 'M Vohra', 'SE Marsh', 'WP Saha', 'GJ Maxwell', 'AR Patel', 'Swapnil Singh', 'R Tewatia']","['UT Yadav', 'C de Grandhomme', 'SP Narine', 'CR Woakes', 'AS Rajpoot', 'Kuldeep Yadav']",44.0,70,73,183,44
1259,26,2,2017,7,5,"['SP Narine', 'CA Lynn', 'G Gambhir', 'RV Uthappa', 'MK Pandey', 'YK Pathan', 'C de Grandhomme', 'CR Woakes']","['Sandeep Sharma', 'MJ Henry', 'MM Sharma', 'AR Patel', 'R Tewatia', 'Swapnil Singh']",61.0,120,19,171,126
1260,10,1,2017,4,3,"['DR Smith', 'Ishan Kishan', 'SK Raina', 'KD Karthik', 'AJ Finch', 'RA Jadeja', 'JP Faulkner']","['Z Khan', 'Mohammed Shami', 'PJ Cummins', 'A Mishra', 'CR Brathwaite', 'CJ Anderson']",54.0,32,47,194,137
1261,10,2,2017,3,4,"['SV Samson', 'KK Nair', 'RR Pant', 'SS Iyer', 'MN Samuels', 'CJ Anderson', 'CR Brathwaite', 'PJ Cummins', 'Mohammed Shami', 'A Mishra']","['DS Kulkarni', 'PJ Sangwan', 'Basil Thampi', 'DR Smith', 'RA Jadeja', 'JP Faulkner']",64.0,125,61,53,153
1262,40,1,2017,5,8,"['MJ Guptill', 'WP Saha', 'GJ Maxwell', 'SE Marsh', 'AR Patel']","['HH Pandya', 'MJ McClenaghan', 'JJ Bumrah', 'SL Malinga', 'KV Sharma', 'Harbhajan Singh']",74.0,70,147,61,127
1263,40,2,2017,8,5,"['LMP Simmons', 'PA Patel', 'N Rana', 'RG Sharma', 'KA Pollard', 'HH Pandya', 'KV Sharma', 'Harbhajan Singh']","['Sandeep Sharma', 'MJ Henry', 'I Sharma', 'MM Sharma', 'AR Patel', 'GJ Maxwell', 'R Tewatia']",71.0,61,92,171,126
1264,9,1,2017,3,11,"['SV Samson', 'KK Nair', 'SS Iyer', 'RR Pant', 'MN Samuels', 'CJ Anderson', 'PJ Cummins', 'A Mishra', 'Mohammed Shami']","['JD Unadkat', 'SN Thakur', 'Washington Sundar', 'BA Stokes', 'A Zampa', 'DT Christian']",56.0,125,61,74,189
1265,9,2,2017,11,3,"['AM Rahane', 'SPD Smith', 'RA Tripathi', 'MK Tiwary', 'BA Stokes', 'MS Dhoni', 'DT Christian', 'Washington Sundar']","['Z Khan', 'Mohammed Shami', 'S Nadeem', 'A Mishra', 'PJ Cummins', 'MN Samuels', 'CJ Anderson']",55.0,11,126,194,137
1266,10,1,2017,4,14,"['DR Smith', 'Ishan Kishan', 'SK Raina', 'KD Karthik', 'RA Jadeja', 'AJ Finch', 'JP Faulkner', 'PJ Sangwan', 'Ankit Soni', 'P Kumar', 'MM Patel']","['B Kumar', 'Mohammed Siraj', 'S Kaul', 'Mohammad Nabi', 'Rashid Khan', 'MC Henriques']",62.0,32,47,27,138
1267,10,2,2017,14,4,"['DA Warner', 'S Dhawan', 'MC Henriques', 'V Shankar']","['P Kumar', 'PJ Sangwan', 'JP Faulkner', 'MM Patel', 'RA Jadeja', 'Ankit Soni']",49.0,26,113,124,153
1268,8,1,2017,8,7,"['SS Tiwary', 'LMP Simmons', 'RG Sharma', 'AT Rayudu', 'KA Pollard', 'HH Pandya', 'KH Pandya']","['TA Boult', 'C de Grandhomme', 'UT Yadav', 'SP Narine', 'Kuldeep Yadav', 'AS Rajpoot']",60.0,123,66,178,44
1269,8,2,2017,7,8,"['SP Narine', 'CA Lynn', 'G Gambhir', 'RV Uthappa', 'YK Pathan', 'MK Pandey', 'C de Grandhomme', 'Kuldeep Yadav', 'UT Yadav', 'TA Boult']","['TG Southee', 'MG Johnson', 'KV Sharma', 'R Vinay Kumar', 'KH Pandya', 'HH Pandya']",57.0,120,19,179,125
